
==================================================================================================================================
🏆 EXHAUSTIVE ANOMALIES REPORT (Factors appearing in >= 2 puzzles)
Sorted by Frequency (Count) -> then by Factor Size
Factor                              | Remainder    | Count    | Coverage %   | Puzzles
3701                                | 815          | 2        |   3.28%       | [63, 68]
3623                                | 1973         | 2        |   3.28%       | [38, 41]
3611                                | 3151         | 2        |   3.28%       | [22, 57]
3599                                | 3333         | 2        |   3.28%       | [75, 120]
3593                                | 2840         | 2        |   3.28%       | [27, 75]
3589                                | 790          | 2        |   3.28%       | [33, 61]
3583                                | 1689         | 2        |   3.28%       | [37, 39]
3569                                | 2561         | 2        |   3.28%       | [36, 85]
3559                                | 746          | 2        |   3.28%       | [26, 64]
3547                                | 1636         | 2        |   3.28%       | [23, 75]
3547                                | 383          | 2        |   3.28%       | [52, 54]
3541                                | 109          | 2        |   3.28%       | [41, 61]
3533                                | 963          | 2        |   3.28%       | [47, 66]
3503                                | 1917         | 2        |   3.28%       | [50, 115]
3481                                | 2035         | 2        |   3.28%       | [26, 120]
3481                                | 2301         | 2        |   3.28%       | [70, 85]
3473                                | 994          | 2        |   3.28%       | [25, 58]
3469                                | 952          | 2        |   3.28%       | [42, 47]
3469                                | 2923         | 2        |   3.28%       | [66, 120]
3449                                | 663          | 2        |   3.28%       | [45, 52]
3413                                | 1662         | 2        |   3.28%       | [33, 70]
3397                                | 743          | 2        |   3.28%       | [49, 63]
3389                                | 1703         | 2        |   3.28%       | [24, 40]
3379                                | 292          | 2        |   3.28%       | [27, 41]
3371                                | 2214         | 2        |   3.28%       | [41, 60]
3331                                | 2553         | 2        |   3.28%       | [45, 115]
3331                                | 2637         | 2        |   3.28%       | [66, 105]
3317                                | 2826         | 2        |   3.28%       | [30, 53]
3301                                | 3097         | 2        |   3.28%       | [56, 62]
3299                                | 1052         | 2        |   3.28%       | [36, 67]
3293                                | 1805         | 2        |   3.28%       | [42, 105]
3271                                | 2901         | 2        |   3.28%       | [21, 125]
3271                                | 1479         | 2        |   3.28%       | [26, 67]
3271                                | 3068         | 2        |   3.28%       | [32, 35]
3239                                | 1711         | 2        |   3.28%       | [22, 46]
3229                                | 1667         | 2        |   3.28%       | [50, 60]
3221                                | 1383         | 2        |   3.28%       | [42, 54]
3209                                | 325          | 2        |   3.28%       | [67, 75]
3197                                | 327          | 2        |   3.28%       | [48, 58]
3181                                | 1008         | 2        |   3.28%       | [27, 100]
3169                                | 2265         | 2        |   3.28%       | [21, 125]
3151                                | 980          | 2        |   3.28%       | [35, 61]
3151                                | 3            | 2        |   3.28%       | [37, 70]
3151                                | 1229         | 2        |   3.28%       | [44, 46]
3137                                | 1613         | 2        |   3.28%       | [24, 50]
3131                                | 1315         | 2        |   3.28%       | [28, 41]
3127                                | 1527         | 2        |   3.28%       | [34, 54]
3121                                | 1152         | 2        |   3.28%       | [28, 59]
3119                                | 926          | 2        |   3.28%       | [39, 66]
3109                                | 2602         | 2        |   3.28%       | [23, 110]
3079                                | 92           | 2        |   3.28%       | [59, 80]
3079                                | 1240         | 2        |   3.28%       | [62, 125]
3071                                | 2952         | 2        |   3.28%       | [39, 42]
3041                                | 1364         | 2        |   3.28%       | [47, 50]
3037                                | 2836         | 2        |   3.28%       | [32, 120]
3037                                | 1132         | 2        |   3.28%       | [53, 57]
3023                                | 1775         | 2        |   3.28%       | [42, 120]
3019                                | 85           | 2        |   3.28%       | [42, 125]
3011                                | 1368         | 2        |   3.28%       | [50, 100]
3007                                | 99           | 2        |   3.28%       | [44, 57]
3001                                | 2556         | 2        |   3.28%       | [28, 44]
3001                                | 1568         | 2        |   3.28%       | [52, 80]
2999                                | 2047         | 2        |   3.28%       | [26, 75]
2987                                | 549          | 2        |   3.28%       | [31, 125]
2953                                | 1711         | 2        |   3.28%       | [27, 67]
2927                                | 393          | 2        |   3.28%       | [85, 120]
2923                                | 138          | 2        |   3.28%       | [41, 43]
2921                                | 1334         | 2        |   3.28%       | [49, 100]
2909                                | 1886         | 2        |   3.28%       | [23, 68]
2909                                | 930          | 2        |   3.28%       | [26, 110]
2897                                | 257          | 2        |   3.28%       | [35, 44]
2897                                | 343          | 2        |   3.28%       | [47, 70]
2881                                | 1849         | 2        |   3.28%       | [31, 62]
2881                                | 890          | 2        |   3.28%       | [39, 45]
2881                                | 1638         | 2        |   3.28%       | [50, 60]
2867                                | 341          | 2        |   3.28%       | [67, 125]
2857                                | 1939         | 2        |   3.28%       | [22, 23]
2857                                | 1589         | 2        |   3.28%       | [26, 52]
2837                                | 1921         | 2        |   3.28%       | [27, 50]
2809                                | 2127         | 2        |   3.28%       | [26, 110]
2809                                | 1050         | 2        |   3.28%       | [54, 67]
2801                                | 2030         | 2        |   3.28%       | [22, 30]
2797                                | 488          | 2        |   3.28%       | [63, 120]
2791                                | 2014         | 2        |   3.28%       | [49, 56]
2789                                | 2108         | 2        |   3.28%       | [29, 53]
2777                                | 941          | 2        |   3.28%       | [28, 67]
2767                                | 2655         | 2        |   3.28%       | [27, 70]
2767                                | 255          | 2        |   3.28%       | [29, 30]
2759                                | 354          | 2        |   3.28%       | [28, 51]
2759                                | 1638         | 2        |   3.28%       | [50, 55]
2753                                | 1639         | 2        |   3.28%       | [35, 47]
2749                                | 1924         | 2        |   3.28%       | [24, 63]
2749                                | 1418         | 2        |   3.28%       | [64, 90]
2741                                | 1129         | 2        |   3.28%       | [56, 63]
2731                                | 476          | 2        |   3.28%       | [45, 70]
2719                                | 2361         | 2        |   3.28%       | [39, 52]
2719                                | 2110         | 2        |   3.28%       | [80, 95]
2713                                | 2193         | 2        |   3.28%       | [21, 56]
2711                                | 312          | 2        |   3.28%       | [57, 115]
2699                                | 2063         | 2        |   3.28%       | [35, 67]
2699                                | 1970         | 2        |   3.28%       | [36, 85]
2699                                | 2251         | 2        |   3.28%       | [45, 70]
2687                                | 2355         | 2        |   3.28%       | [35, 105]
2687                                | 1567         | 2        |   3.28%       | [44, 90]
2677                                | 1854         | 2        |   3.28%       | [44, 45]
2633                                | 1211         | 2        |   3.28%       | [85, 95]
2627                                | 2342         | 2        |   3.28%       | [26, 110]
2617                                | 1831         | 2        |   3.28%       | [85, 110]
2599                                | 460          | 2        |   3.28%       | [22, 95]
2593                                | 1850         | 2        |   3.28%       | [21, 60]
2581                                | 2456         | 2        |   3.28%       | [33, 58]
2581                                | 1287         | 2        |   3.28%       | [52, 67]
2573                                | 1284         | 2        |   3.28%       | [27, 41]
2573                                | 68           | 2        |   3.28%       | [44, 57]
2573                                | 405          | 2        |   3.28%       | [90, 120]
2557                                | 2224         | 2        |   3.28%       | [65, 70]
2549                                | 1110         | 2        |   3.28%       | [48, 70]
2543                                | 33           | 2        |   3.28%       | [55, 125]
2537                                | 973          | 2        |   3.28%       | [26, 120]
2531                                | 1882         | 2        |   3.28%       | [35, 47]
2507                                | 2254         | 2        |   3.28%       | [41, 49]
2501                                | 179          | 2        |   3.28%       | [27, 50]
2501                                | 161          | 2        |   3.28%       | [75, 120]
2491                                | 2332         | 2        |   3.28%       | [51, 52]
2473                                | 2177         | 2        |   3.28%       | [27, 28]
2467                                | 2289         | 2        |   3.28%       | [61, 66]
2461                                | 641          | 2        |   3.28%       | [26, 36]
2461                                | 2291         | 2        |   3.28%       | [30, 35]
2461                                | 1007         | 2        |   3.28%       | [53, 55]
2459                                | 108          | 2        |   3.28%       | [31, 36]
2459                                | 835          | 2        |   3.28%       | [38, 52]
2459                                | 1708         | 2        |   3.28%       | [39, 51]
2459                                | 119          | 2        |   3.28%       | [54, 125]
2449                                | 425          | 2        |   3.28%       | [36, 70]
2449                                | 1718         | 2        |   3.28%       | [41, 75]
2449                                | 729          | 2        |   3.28%       | [47, 105]
2437                                | 1293         | 2        |   3.28%       | [35, 51]
2423                                | 101          | 2        |   3.28%       | [25, 125]
2423                                | 72           | 2        |   3.28%       | [27, 42]
2419                                | 1785         | 2        |   3.28%       | [31, 55]
2419                                | 1268         | 2        |   3.28%       | [75, 120]
2407                                | 1056         | 2        |   3.28%       | [26, 38]
2407                                | 1731         | 2        |   3.28%       | [33, 36]
2393                                | 1085         | 2        |   3.28%       | [30, 53]
2389                                | 2299         | 2        |   3.28%       | [25, 70]
2389                                | 1590         | 2        |   3.28%       | [100, 115]
2371                                | 253          | 2        |   3.28%       | [39, 80]
2369                                | 1000         | 2        |   3.28%       | [33, 52]
2369                                | 1058         | 2        |   3.28%       | [49, 57]
2357                                | 595          | 2        |   3.28%       | [95, 110]
2347                                | 2107         | 2        |   3.28%       | [42, 54]
2297                                | 1838         | 2        |   3.28%       | [29, 61]
2293                                | 294          | 2        |   3.28%       | [21, 105]
2291                                | 1528         | 2        |   3.28%       | [33, 48]
2291                                | 1165         | 2        |   3.28%       | [41, 75]
2269                                | 162          | 2        |   3.28%       | [30, 63]
2267                                | 2222         | 2        |   3.28%       | [31, 53]
2267                                | 185          | 2        |   3.28%       | [35, 61]
2263                                | 1501         | 2        |   3.28%       | [28, 51]
2257                                | 832          | 2        |   3.28%       | [75, 115]
2251                                | 1591         | 2        |   3.28%       | [36, 39]
2243                                | 1883         | 2        |   3.28%       | [22, 50]
2243                                | 2233         | 2        |   3.28%       | [44, 80]
2239                                | 1449         | 2        |   3.28%       | [42, 120]
2237                                | 26           | 2        |   3.28%       | [24, 31]
2231                                | 402          | 2        |   3.28%       | [33, 56]
2221                                | 1548         | 2        |   3.28%       | [25, 66]
2221                                | 527          | 2        |   3.28%       | [36, 58]
2221                                | 355          | 2        |   3.28%       | [42, 68]
2213                                | 312          | 2        |   3.28%       | [56, 85]
2213                                | 1296         | 2        |   3.28%       | [65, 95]
2207                                | 321          | 2        |   3.28%       | [34, 62]
2203                                | 729          | 2        |   3.28%       | [68, 80]
2201                                | 1129         | 2        |   3.28%       | [75, 125]
2183                                | 438          | 2        |   3.28%       | [56, 80]
2179                                | 738          | 2        |   3.28%       | [63, 80]
2161                                | 1334         | 2        |   3.28%       | [36, 42]
2153                                | 1410         | 2        |   3.28%       | [95, 110]
2143                                | 2000         | 2        |   3.28%       | [24, 38]
2143                                | 1889         | 2        |   3.28%       | [37, 115]
2143                                | 1602         | 2        |   3.28%       | [40, 65]
2141                                | 1169         | 2        |   3.28%       | [26, 60]
2141                                | 1124         | 2        |   3.28%       | [30, 68]
2137                                | 1091         | 2        |   3.28%       | [33, 63]
2131                                | 414          | 2        |   3.28%       | [21, 39]
2129                                | 1875         | 2        |   3.28%       | [54, 120]
2113                                | 93           | 2        |   3.28%       | [50, 60]
2113                                | 1270         | 2        |   3.28%       | [52, 69]
2089                                | 1730         | 2        |   3.28%       | [58, 59]
2083                                | 1734         | 2        |   3.28%       | [22, 51]
2081                                | 581          | 2        |   3.28%       | [65, 125]
2069                                | 87           | 2        |   3.28%       | [57, 63]
2063                                | 54           | 2        |   3.28%       | [24, 46]
2059                                | 1760         | 2        |   3.28%       | [36, 58]
2053                                | 1348         | 2        |   3.28%       | [40, 54]
2047                                | 1420         | 2        |   3.28%       | [24, 64]
2039                                | 784          | 2        |   3.28%       | [25, 30]
2039                                | 1577         | 2        |   3.28%       | [67, 100]
2029                                | 1371         | 2        |   3.28%       | [26, 30]
2011                                | 424          | 2        |   3.28%       | [42, 100]
2003                                | 1557         | 2        |   3.28%       | [32, 36]
1999                                | 1007         | 2        |   3.28%       | [22, 57]
1999                                | 1735         | 2        |   3.28%       | [52, 75]
1999                                | 563          | 2        |   3.28%       | [61, 62]
1993                                | 127          | 2        |   3.28%       | [21, 48]
1993                                | 66           | 2        |   3.28%       | [22, 25]
1993                                | 1778         | 2        |   3.28%       | [66, 75]
1987                                | 383          | 2        |   3.28%       | [43, 57]
1973                                | 1184         | 2        |   3.28%       | [31, 57]
1961                                | 1290         | 2        |   3.28%       | [22, 50]
1961                                | 1491         | 2        |   3.28%       | [26, 110]
1951                                | 700          | 2        |   3.28%       | [42, 115]
1943                                | 1141         | 2        |   3.28%       | [32, 63]
1933                                | 815          | 2        |   3.28%       | [38, 57]
1909                                | 454          | 2        |   3.28%       | [24, 27]
1909                                | 820          | 2        |   3.28%       | [80, 90]
1907                                | 973          | 2        |   3.28%       | [30, 54]
1891                                | 1042         | 2        |   3.28%       | [32, 59]
1889                                | 1695         | 2        |   3.28%       | [23, 50]
1889                                | 1582         | 2        |   3.28%       | [44, 115]
1889                                | 135          | 2        |   3.28%       | [49, 100]
1871                                | 458          | 2        |   3.28%       | [63, 95]
1849                                | 929          | 2        |   3.28%       | [24, 53]
1849                                | 1340         | 2        |   3.28%       | [41, 110]
1831                                | 1496         | 2        |   3.28%       | [50, 70]
1829                                | 177          | 2        |   3.28%       | [42, 70]
1829                                | 478          | 2        |   3.28%       | [51, 100]
1823                                | 1440         | 2        |   3.28%       | [25, 55]
1817                                | 1242         | 2        |   3.28%       | [32, 100]
1811                                | 871          | 2        |   3.28%       | [49, 53]
1801                                | 707          | 2        |   3.28%       | [49, 125]
1801                                | 896          | 2        |   3.28%       | [52, 115]
1789                                | 868          | 2        |   3.28%       | [41, 66]
1789                                | 1437         | 2        |   3.28%       | [42, 54]
1789                                | 441          | 2        |   3.28%       | [44, 115]
1783                                | 1389         | 2        |   3.28%       | [39, 58]
1769                                | 1398         | 2        |   3.28%       | [61, 85]
1769                                | 527          | 2        |   3.28%       | [75, 120]
1753                                | 1714         | 2        |   3.28%       | [60, 85]
1747                                | 125          | 2        |   3.28%       | [21, 49]
1747                                | 1582         | 2        |   3.28%       | [31, 80]
1741                                | 203          | 2        |   3.28%       | [45, 53]
1733                                | 513          | 2        |   3.28%       | [39, 61]
1733                                | 723          | 2        |   3.28%       | [59, 115]
1711                                | 324          | 2        |   3.28%       | [75, 120]
1699                                | 597          | 2        |   3.28%       | [23, 58]
1697                                | 1332         | 2        |   3.28%       | [30, 32]
1697                                | 788          | 2        |   3.28%       | [41, 65]
1697                                | 1300         | 2        |   3.28%       | [61, 80]
1693                                | 628          | 2        |   3.28%       | [47, 95]
1681                                | 610          | 2        |   3.28%       | [53, 95]
1679                                | 1160         | 2        |   3.28%       | [46, 59]
1669                                | 66           | 2        |   3.28%       | [36, 44]
1669                                | 929          | 2        |   3.28%       | [39, 48]
1667                                | 1402         | 2        |   3.28%       | [21, 63]
1667                                | 787          | 2        |   3.28%       | [44, 68]
1657                                | 116          | 2        |   3.28%       | [37, 68]
1657                                | 725          | 2        |   3.28%       | [39, 69]
1657                                | 1382         | 2        |   3.28%       | [41, 47]
1643                                | 106          | 2        |   3.28%       | [51, 125]
1637                                | 394          | 2        |   3.28%       | [46, 95]
1633                                | 878          | 2        |   3.28%       | [23, 66]
1633                                | 577          | 2        |   3.28%       | [42, 65]
1621                                | 317          | 2        |   3.28%       | [26, 43]
1621                                | 181          | 2        |   3.28%       | [31, 32]
1621                                | 1462         | 2        |   3.28%       | [67, 120]
1619                                | 919          | 2        |   3.28%       | [56, 95]
1613                                | 90           | 2        |   3.28%       | [42, 55]
1607                                | 14           | 2        |   3.28%       | [23, 58]
1601                                | 1008         | 2        |   3.28%       | [29, 45]
1597                                | 234          | 2        |   3.28%       | [46, 62]
1591                                | 1063         | 2        |   3.28%       | [43, 58]
1591                                | 1291         | 2        |   3.28%       | [69, 125]
1583                                | 1214         | 2        |   3.28%       | [24, 37]
1579                                | 228          | 2        |   3.28%       | [32, 46]
1579                                | 462          | 2        |   3.28%       | [61, 69]
1571                                | 685          | 2        |   3.28%       | [60, 64]
1567                                | 510          | 2        |   3.28%       | [62, 69]
1553                                | 1306         | 2        |   3.28%       | [24, 48]
1553                                | 1221         | 2        |   3.28%       | [45, 60]
1549                                | 972          | 2        |   3.28%       | [60, 69]
1541                                | 1321         | 2        |   3.28%       | [44, 46]
1541                                | 516          | 2        |   3.28%       | [68, 125]
1537                                | 97           | 2        |   3.28%       | [28, 39]
1537                                | 2            | 2        |   3.28%       | [42, 64]
1537                                | 1113         | 2        |   3.28%       | [51, 52]
1531                                | 1466         | 2        |   3.28%       | [23, 68]
1531                                | 329          | 2        |   3.28%       | [41, 75]
1517                                | 973          | 2        |   3.28%       | [28, 110]
1517                                | 1210         | 2        |   3.28%       | [37, 64]
1499                                | 318          | 2        |   3.28%       | [30, 35]
1487                                | 1036         | 2        |   3.28%       | [31, 110]
1487                                | 1053         | 2        |   3.28%       | [43, 54]
1483                                | 478          | 2        |   3.28%       | [41, 50]
1471                                | 957          | 2        |   3.28%       | [27, 37]
1471                                | 97           | 2        |   3.28%       | [55, 70]
1471                                | 557          | 2        |   3.28%       | [66, 105]
1459                                | 318          | 2        |   3.28%       | [34, 36]
1459                                | 304          | 2        |   3.28%       | [38, 115]
1457                                | 626          | 2        |   3.28%       | [44, 57]
1453                                | 1102         | 2        |   3.28%       | [44, 120]
1439                                | 630          | 2        |   3.28%       | [46, 110]
1439                                | 1060         | 2        |   3.28%       | [54, 62]
1433                                | 1115         | 2        |   3.28%       | [27, 80]
1429                                | 646          | 2        |   3.28%       | [59, 61]
1427                                | 729          | 2        |   3.28%       | [36, 50]
1403                                | 66           | 2        |   3.28%       | [31, 36]
1403                                | 100          | 2        |   3.28%       | [40, 75]
1399                                | 320          | 2        |   3.28%       | [28, 110]
1399                                | 1041         | 2        |   3.28%       | [65, 95]
1381                                | 696          | 2        |   3.28%       | [29, 120]
1381                                | 907          | 2        |   3.28%       | [36, 49]
1381                                | 261          | 2        |   3.28%       | [42, 51]
1373                                | 229          | 2        |   3.28%       | [52, 59]
1373                                | 389          | 2        |   3.28%       | [56, 62]
1367                                | 1281         | 2        |   3.28%       | [39, 51]
1363                                | 2            | 2        |   3.28%       | [43, 64]
1363                                | 1345         | 2        |   3.28%       | [51, 52]
1357                                | 531          | 2        |   3.28%       | [42, 85]
1333                                | 284          | 2        |   3.28%       | [24, 53]
1333                                | 602          | 2        |   3.28%       | [27, 51]
1333                                | 664          | 2        |   3.28%       | [28, 38]
1327                                | 409          | 2        |   3.28%       | [21, 55]
1321                                | 56           | 2        |   3.28%       | [26, 37]
1321                                | 58           | 2        |   3.28%       | [30, 63]
1321                                | 936          | 2        |   3.28%       | [33, 66]
1319                                | 289          | 2        |   3.28%       | [42, 100]
1307                                | 921          | 2        |   3.28%       | [23, 90]
1307                                | 1208         | 2        |   3.28%       | [59, 115]
1303                                | 969          | 2        |   3.28%       | [32, 105]
1301                                | 892          | 2        |   3.28%       | [22, 42]
1301                                | 942          | 2        |   3.28%       | [26, 53]
1301                                | 1173         | 2        |   3.28%       | [31, 44]
1301                                | 1277         | 2        |   3.28%       | [47, 69]
1297                                | 708          | 2        |   3.28%       | [32, 110]
1297                                | 825          | 2        |   3.28%       | [44, 60]
1289                                | 324          | 2        |   3.28%       | [42, 54]
1283                                | 1140         | 2        |   3.28%       | [33, 39]
1277                                | 126          | 2        |   3.28%       | [30, 38]
1271                                | 317          | 2        |   3.28%       | [22, 110]
1271                                | 1222         | 2        |   3.28%       | [41, 125]
1259                                | 544          | 2        |   3.28%       | [55, 75]
1259                                | 1164         | 2        |   3.28%       | [57, 64]
1247                                | 31           | 2        |   3.28%       | [40, 43]
1247                                | 167          | 2        |   3.28%       | [68, 95]
1237                                | 169          | 2        |   3.28%       | [49, 70]
1237                                | 295          | 2        |   3.28%       | [53, 62]
1229                                | 930          | 2        |   3.28%       | [31, 38]
1229                                | 324          | 2        |   3.28%       | [56, 68]
1223                                | 456          | 2        |   3.28%       | [63, 95]
1219                                | 330          | 2        |   3.28%       | [21, 38]
1219                                | 638          | 2        |   3.28%       | [27, 64]
1219                                | 575          | 2        |   3.28%       | [95, 120]
1217                                | 134          | 2        |   3.28%       | [55, 115]
1213                                | 588          | 2        |   3.28%       | [50, 60]
1201                                | 250          | 2        |   3.28%       | [36, 90]
1189                                | 832          | 2        |   3.28%       | [36, 48]
1189                                | 403          | 2        |   3.28%       | [60, 66]
1189                                | 817          | 2        |   3.28%       | [75, 120]
1187                                | 1067         | 2        |   3.28%       | [70, 80]
1171                                | 663          | 2        |   3.28%       | [42, 53]
1171                                | 948          | 2        |   3.28%       | [64, 110]
1171                                | 635          | 2        |   3.28%       | [66, 115]
1163                                | 973          | 2        |   3.28%       | [21, 32]
1153                                | 554          | 2        |   3.28%       | [34, 49]
1153                                | 901          | 2        |   3.28%       | [35, 120]
1151                                | 141          | 2        |   3.28%       | [38, 62]
1147                                | 729          | 2        |   3.28%       | [37, 47]
1147                                | 323          | 2        |   3.28%       | [41, 58]
1129                                | 91           | 2        |   3.28%       | [23, 105]
1129                                | 393          | 2        |   3.28%       | [33, 54]
1123                                | 365          | 2        |   3.28%       | [21, 34]
1123                                | 188          | 2        |   3.28%       | [35, 70]
1123                                | 723          | 2        |   3.28%       | [48, 55]
1117                                | 417          | 2        |   3.28%       | [44, 110]
1103                                | 1077         | 2        |   3.28%       | [23, 105]
1091                                | 435          | 2        |   3.28%       | [45, 62]
1091                                | 873          | 2        |   3.28%       | [48, 64]
1091                                | 887          | 2        |   3.28%       | [51, 57]
1081                                | 971          | 2        |   3.28%       | [25, 58]
1081                                | 1058         | 2        |   3.28%       | [32, 49]
1073                                | 880          | 2        |   3.28%       | [39, 105]
1069                                | 383          | 2        |   3.28%       | [24, 52]
1069                                | 269          | 2        |   3.28%       | [43, 49]
1069                                | 220          | 2        |   3.28%       | [53, 65]
1069                                | 530          | 2        |   3.28%       | [63, 80]
1069                                | 647          | 2        |   3.28%       | [66, 85]
1063                                | 364          | 2        |   3.28%       | [61, 120]
1063                                | 497          | 2        |   3.28%       | [75, 115]
1061                                | 800          | 2        |   3.28%       | [52, 59]
1049                                | 368          | 2        |   3.28%       | [35, 36]
1039                                | 888          | 2        |   3.28%       | [25, 34]
1033                                | 854          | 2        |   3.28%       | [33, 43]
1031                                | 257          | 2        |   3.28%       | [44, 115]
1021                                | 967          | 2        |   3.28%       | [25, 39]
1019                                | 856          | 2        |   3.28%       | [38, 57]
1019                                | 27           | 2        |   3.28%       | [48, 110]
1019                                | 344          | 2        |   3.28%       | [58, 125]
1013                                | 517          | 2        |   3.28%       | [24, 56]
1013                                | 1011         | 2        |   3.28%       | [62, 67]
1009                                | 870          | 2        |   3.28%       | [23, 40]
1009                                | 457          | 2        |   3.28%       | [60, 95]
997                                 | 365          | 2        |   3.28%       | [28, 59]
997                                 | 899          | 2        |   3.28%       | [42, 46]
983                                 | 470          | 2        |   3.28%       | [34, 62]
977                                 | 212          | 2        |   3.28%       | [34, 39]
977                                 | 256          | 2        |   3.28%       | [90, 100]
971                                 | 438          | 2        |   3.28%       | [27, 48]
967                                 | 351          | 2        |   3.28%       | [27, 68]
967                                 | 437          | 2        |   3.28%       | [55, 110]
961                                 | 727          | 2        |   3.28%       | [34, 39]
953                                 | 788          | 2        |   3.28%       | [22, 57]
953                                 | 639          | 2        |   3.28%       | [33, 47]
947                                 | 236          | 2        |   3.28%       | [30, 120]
947                                 | 765          | 2        |   3.28%       | [63, 125]
943                                 | 782          | 2        |   3.28%       | [49, 57]
941                                 | 313          | 2        |   3.28%       | [54, 115]
937                                 | 114          | 2        |   3.28%       | [38, 120]
929                                 | 794          | 2        |   3.28%       | [57, 58]
929                                 | 578          | 2        |   3.28%       | [95, 105]
919                                 | 254          | 2        |   3.28%       | [23, 38]
919                                 | 797          | 2        |   3.28%       | [35, 67]
919                                 | 192          | 2        |   3.28%       | [39, 60]
911                                 | 547          | 2        |   3.28%       | [35, 67]
907                                 | 798          | 2        |   3.28%       | [22, 23]
907                                 | 120          | 2        |   3.28%       | [24, 46]
907                                 | 45           | 2        |   3.28%       | [26, 33]
907                                 | 745          | 2        |   3.28%       | [27, 48]
907                                 | 803          | 2        |   3.28%       | [51, 54]
899                                 | 822          | 2        |   3.28%       | [37, 105]
899                                 | 788          | 2        |   3.28%       | [41, 75]
887                                 | 750          | 2        |   3.28%       | [31, 49]
883                                 | 582          | 2        |   3.28%       | [23, 55]
881                                 | 124          | 2        |   3.28%       | [49, 85]
881                                 | 696          | 2        |   3.28%       | [56, 63]
863                                 | 570          | 2        |   3.28%       | [25, 69]
863                                 | 718          | 2        |   3.28%       | [27, 75]
863                                 | 59           | 2        |   3.28%       | [30, 36]
863                                 | 123          | 2        |   3.28%       | [32, 125]
863                                 | 28           | 2        |   3.28%       | [43, 90]
863                                 | 468          | 2        |   3.28%       | [52, 64]
859                                 | 133          | 2        |   3.28%       | [21, 34]
859                                 | 436          | 2        |   3.28%       | [38, 65]
859                                 | 306          | 2        |   3.28%       | [66, 100]
857                                 | 545          | 2        |   3.28%       | [37, 95]
857                                 | 434          | 2        |   3.28%       | [49, 61]
853                                 | 563          | 2        |   3.28%       | [23, 75]
853                                 | 397          | 2        |   3.28%       | [25, 85]
851                                 | 769          | 2        |   3.28%       | [39, 59]
851                                 | 731          | 2        |   3.28%       | [53, 55]
851                                 | 207          | 2        |   3.28%       | [57, 95]
841                                 | 490          | 2        |   3.28%       | [25, 60]
841                                 | 420          | 2        |   3.28%       | [69, 80]
829                                 | 489          | 2        |   3.28%       | [51, 62]
827                                 | 560          | 2        |   3.28%       | [54, 80]
823                                 | 261          | 2        |   3.28%       | [22, 41]
823                                 | 756          | 2        |   3.28%       | [23, 48]
823                                 | 376          | 2        |   3.28%       | [67, 69]
821                                 | 140          | 2        |   3.28%       | [29, 70]
811                                 | 801          | 2        |   3.28%       | [21, 60]
811                                 | 186          | 2        |   3.28%       | [36, 66]
811                                 | 693          | 2        |   3.28%       | [38, 65]
809                                 | 329          | 2        |   3.28%       | [25, 70]
797                                 | 133          | 2        |   3.28%       | [27, 110]
787                                 | 376          | 2        |   3.28%       | [22, 65]
787                                 | 82           | 2        |   3.28%       | [57, 125]
773                                 | 381          | 2        |   3.28%       | [29, 50]
773                                 | 431          | 2        |   3.28%       | [30, 49]
769                                 | 0            | 2        |   3.28%       | [21, 75]
761                                 | 86           | 2        |   3.28%       | [34, 40]
761                                 | 230          | 2        |   3.28%       | [47, 60]
757                                 | 157          | 2        |   3.28%       | [30, 42]
757                                 | 261          | 2        |   3.28%       | [35, 44]
751                                 | 77           | 2        |   3.28%       | [29, 58]
751                                 | 176          | 2        |   3.28%       | [32, 64]
739                                 | 475          | 2        |   3.28%       | [21, 60]
739                                 | 371          | 2        |   3.28%       | [47, 55]
739                                 | 560          | 2        |   3.28%       | [56, 110]
733                                 | 499          | 2        |   3.28%       | [39, 80]
727                                 | 49           | 2        |   3.28%       | [26, 46]
727                                 | 574          | 2        |   3.28%       | [30, 32]
727                                 | 221          | 2        |   3.28%       | [35, 45]
727                                 | 112          | 2        |   3.28%       | [66, 120]
719                                 | 668          | 2        |   3.28%       | [23, 60]
719                                 | 270          | 2        |   3.28%       | [38, 63]
719                                 | 416          | 2        |   3.28%       | [44, 80]
713                                 | 261          | 2        |   3.28%       | [38, 75]
713                                 | 230          | 2        |   3.28%       | [41, 100]
709                                 | 538          | 2        |   3.28%       | [23, 115]
709                                 | 660          | 2        |   3.28%       | [68, 90]
701                                 | 694          | 2        |   3.28%       | [24, 56]
701                                 | 472          | 2        |   3.28%       | [32, 51]
701                                 | 684          | 2        |   3.28%       | [37, 49]
701                                 | 669          | 2        |   3.28%       | [38, 65]
701                                 | 152          | 2        |   3.28%       | [45, 125]
701                                 | 5            | 2        |   3.28%       | [54, 85]
701                                 | 409          | 2        |   3.28%       | [58, 75]
691                                 | 305          | 2        |   3.28%       | [26, 30]
691                                 | 321          | 2        |   3.28%       | [31, 42]
683                                 | 403          | 2        |   3.28%       | [34, 69]
683                                 | 47           | 2        |   3.28%       | [46, 75]
683                                 | 124          | 2        |   3.28%       | [65, 90]
677                                 | 544          | 2        |   3.28%       | [27, 50]
677                                 | 605          | 2        |   3.28%       | [28, 45]
673                                 | 48           | 2        |   3.28%       | [21, 32]
